UTCTime,Time,RelTime,ActSatId,ActBeam [1-16],ActGain,ActSNR,FiltSNR,gnId,fwdChan,revChan,satAz,satElev,satGeoSep
00:03:12,,192000,369,3,23.28219139,10.33364129,9.729588606,127,4,4,141.9324603,69.56212497,27.00764302
00:03:13,,193000,369,3,23.17743247,10.27335582,9.783965327,127,4,4,142.4952954,69.31391061,26.69308482
00:03:14,,194000,369,3,22.85976561,10.09838724,9.815407519,127,4,4,143.0439197,69.06450553,26.3792801
00:03:15,,195000,369,3,22.35027356,9.808757673,9.814742534,127,4,4,143.5787751,68.81399521,26.06624005
00:03:16,,196000,369,3,21.64811339,9.38716834,9.771985115,127,4,4,144.1002822,68.56246153,25.75397706
00:03:17,,197000,369,3,20.73420858,8.799071467,9.67469375,127,4,4,144.6088607,68.30998279,25.44250098
00:03:18,,198000,369,2,19.60394308,8.012760025,9.508500377,127,3,3,145.1049085,68.05663533,25.13182414
00:03:19,,199000,369,2,20.6934582,8.755415975,9.433191937,127,3,3,145.5888174,67.80249181,24.821957
00:03:20,,200000,369,2,21.56143015,9.302932238,9.420165967,127,3,3,146.0609659,67.54762136,24.51290941
00:03:21,,201000,369,2,22.21312585,9.686027763,9.446752147,127,3,3,146.5217169,67.29209127,24.20469246
00:03:22,,202000,369,2,22.67018362,9.938832925,9.495960225,127,3,3,146.9714286,67.03596629,23.89731591
00:03:23,,203000,369,2,22.94109162,10.08036255,9.554400457,127,3,3,147.4104372,66.7793072,23.59078985
00:03:24,,204000,369,2,23.03972166,10.12623575,9.611583986,127,3,3,147.8390775,66.52217442,23.2851243
00:03:25,,205000,369,2,22.96924182,10.08068074,9.658493661,127,3,3,148.2576698,66.2646238,22.98032763
00:03:26,,206000,369,2,22.72684416,9.939689244,9.68661322,127,3,3,148.6665228,66.00671051,22.67640956
00:03:27,,207000,369,2,22.31330184,9.6962079,9.687572688,127,3,3,149.0659341,65.74848742,22.37337957
00:03:28,,208000,369,2,21.72529605,9.33598125,9.652413544,127,3,3,149.4561958,65.49000485,22.07124568
00:03:29,,209000,368,13,21.44369444,9.157372259,9.602909415,127,6,2,22.45691322,65.61572601,65.35169116
00:03:30,,210000,368,13,22.26708349,9.666706734,9.609289147,127,6,2,22.76614532,65.88996495,65.05602955
00:03:31,,211000,368,13,22.89319416,10.02969242,9.651329474,127,6,2,23.08311088,66.16443959,64.75929952
00:03:32,,212000,368,13,23.31255728,10.26226541,9.712423068,127,6,2,23.40808942,66.43911478,64.4615099
00:03:33,,213000,368,13,23.52875258,10.38156133,9.779336895,127,6,2,23.74137009,66.71395287,64.162671
00:03:34,,214000,368,13,23.54057509,10.39505544,9.840908749,127,6,2,24.08325561,66.98891473,63.86279302
00:03:35,,215000,368,13,23.35418931,10.30687674,9.887505548,127,6,2,24.43406308,67.26395974,63.56188588
00:03:36,,216000,368,13,22.95444452,10.10297144,9.909052137,127,6,2,24.79412206,67.53904534,63.25996018
00:03:37,,217000,368,13,22.35802315,9.778831006,9.896030024,127,6,2,25.1637777,67.8141266,62.95702684
00:03:38,,218000,368,13,21.54544161,9.303301274,9.836757149,127,6,2,25.54339317,68.08915687,62.65309615
00:03:39,,219000,368,13,20.45225341,8.605819867,9.713663421,127,6,2,25.93334697,68.36408685,62.34817922
00:03:40,,220000,368,12,19.90117687,8.236245198,9.565921599,127,5,1,26.33403419,68.63886533,62.04228717
00:03:41,,221000,368,12,21.0490389,9.016372198,9.510966659,127,5,1,26.74586578,68.91343926,61.73543138
00:03:42,,222000,368,12,21.94435395,9.577310418,9.517601035,127,5,1,27.169276,69.18775144,61.42762362
00:03:43,,223000,368,12,22.61667888,9.97022288,9.562863219,127,5,1,27.60471658,69.46174344,61.11887528
00:03:44,,224000,368,12,23.06808711,10.2212264,9.628699537,127,5,1,28.05265911,69.73535358,60.80919842
00:03:45,,225000,368,12,23.31335552,10.3553258,9.701362164,127,5,1,28.51359976,70.00851582,60.49860566
00:03:46,,226000,368,12,23.34949425,10.38014522,9.769240469,127,5,1,28.9880562,70.28116362,60.18710804
00:03:47,,227000,368,12,23.18034597,10.29943072,9.822259494,127,5,1,29.47656847,70.55322419,59.87471926
00:03:48,,228000,368,12,22.78897482,10.09847722,9.849881267,127,5,1,29.97970359,70.82462317,59.56145116
00:03:49,,229000,368,12,22.18850703,9.770390978,9.841932238,127,5,1,30.49805097,71.09528124,59.24731738
00:03:50,,230000,368,12,21.34556843,9.273945766,9.785133591,127,5,1,31.03223006,71.36511624,58.93233017
00:03:51,,231000,368,12,20.27681663,8.588676458,9.665487877,127,5,1,31.5828862,71.63404034,58.61650341
00:03:52,,232000,368,11,20.17506249,8.527282213,9.551667311,127,4,4,32.15069113,71.90196264,58.29985058
00:03:53,,233000,368,11,21.24818943,9.234236377,9.519924218,127,4,4,32.73635349,72.16878606,57.98238486
00:03:54,,234000,368,11,22.08671249,9.743957891,9.542327585,127,4,4,33.34060678,72.43440862,57.66412068
00:03:55,,235000,368,11,22.69003303,10.08723886,9.596818713,127,4,4,33.96421553,72.69872511,57.34507122
00:03:56,,236000,368,11,23.07970449,10.29935218,9.66707206,127,4,4,34.60797749,72.9616221,57.02525143
00:03:57,,237000,368,11,23.25400509,10.39404147,9.739769001,127,4,4,35.27272186,73.22298165,56.7046756
